,org,dest,valor_norm,day
7103,Latvia,Finland,9.0,13
7133,Netherlands,Finland,6.5,13
7163,Norway,Finland,6.0,13
7193,Poland,Finland,6.5,13
7223,Portugal,Finland,1.5,13
7253,Qatar,Finland,1.5,13
7283,Russia,Finland,11.0,13
7342,South Korea,Finland,1.0,13
7372,Spain,Finland,4.5,13
7402,Sweden,Finland,34.5,13
7432,Switzerland,Finland,3.0,13
7465,United Kingdom,Finland,11.0,13
7495,United States,Finland,1.0,13
7496,Algeria,France,19.5,13
7542,Armenia,France,1.0,13
7588,Austria,France,8.5,13
7679,Belarus,France,1.0,13
7725,Belgium,France,13.0,13
7771,Brazil,France,1.5,13
7817,Canada,France,6.5,13
7863,China,France,1.0,13
7910,Croatia,France,2.5,13
7956,Czech Republic,France,7.0,13
8002,Denmark,France,11.5,13
8049,Finland,France,5.0,13
8095,Germany,France,92.5,13
8141,Greece,France,4.5,13
8232,Hungary,France,5.0,13
8279,India,France,2.0,13
8325,Ireland,France,11.5,13
8371,Israel,France,7.5,13
8417,Italy,France,74.0,13
8463,Japan,France,1.5,13
8509,Latvia,France,2.0,13
8555,Luxembourg,France,5.5,13
8601,Malta,France,7.0,13
8647,Morocco,France,11.5,13
8693,Netherlands,France,24.5,13
8739,Norway,France,5.5,13
8785,Poland,France,15.5,13
8831,Portugal,France,39.0,13
8877,Qatar,France,2.5,13
8924,Russia,France,12.5,13
9015,Senegal,France,2.5,13
9106,South Korea,France,2.0,13
9152,Spain,France,65.5,13
9198,Sweden,France,7.5,13
9244,Switzerland,France,34.5,13
9335,Thailand,France,2.0,13
9381,Turkey,France,5.5,13
9427,Ukraine,France,2.0,13
9473,United Arab Emirates,France,6.0,13
9519,United Kingdom,France,78.5,13
9565,United States,France,26.5,13
9567,United States,French Polynesia,2.0,13
9568,Algeria,Germany,2.5,13
9618,Armenia,Germany,1.0,13
9668,Austria,Germany,89.5,13
9718,Bahrain,Germany,1.5,13
9768,Belarus,Germany,2.5,13
9818,Belgium,Germany,28.5,13
9869,Canada,Germany,5.5,13
9969,Croatia,Germany,9.5,13
10019,Czech Republic,Germany,21.0,13
10069,Denmark,Germany,45.5,13
10120,Estonia,Germany,5.0,13
10170,Finland,Germany,21.0,13
10220,France,Germany,92.5,13
10270,Greece,Germany,17.0,13
10320,Hong Kong,Germany,3.0,13
10370,Hungary,Germany,24.5,13
10420,Iceland,Germany,2.5,13
10470,India,Germany,4.0,13
10520,Ireland,Germany,20.0,13
10570,Israel,Germany,13.5,13
10620,Italy,Germany,119.5,13
10670,Japan,Germany,2.5,13
10720,Kazakhstan,Germany,1.0,13
10770,Latvia,Germany,12.0,13
10820,Luxembourg,Germany,17.0,13
10919,Malta,Germany,6.0,13
10969,Morocco,Germany,2.5,13
11019,Netherlands,Germany,50.0,13
11069,Norway,Germany,19.5,13
11119,Poland,Germany,64.5,13
11169,Portugal,Germany,30.5,13
11219,Qatar,Germany,5.0,13
11269,Romania,Germany,7.0,13
11319,Russia,Germany,50.0,13
11467,Singapore,Germany,1.5,13
11517,Slovakia,Germany,2.5,13
11616,South Korea,Germany,2.5,13
11666,Spain,Germany,91.5,13
11716,Sweden,Germany,38.0,13
11766,Switzerland,Germany,92.0,13
11865,Thailand,Germany,2.5,13
11915,Turkey,Germany,22.0,13
11965,Ukraine,Germany,14.5,13
12015,United Arab Emirates,Germany,14.5,13
12065,United Kingdom,Germany,156.0,13
12115,United States,Germany,42.5,13
12117,Austria,Greece,4.0,13
12145,Bahrain,Greece,1.0,13
12173,Belgium,Greece,2.5,13
12201,Croatia,Greece,1.0,13
12229,Czech Republic,Greece,1.0,13
12258,France,Greece,4.5,13
12286,Germany,Greece,17.0,13
12315,Ireland,Greece,1.0,13
12343,Israel,Greece,5.0,13
12371,Italy,Greece,13.0,13
12399,Netherlands,Greece,3.0,13
12427,Poland,Greece,2.0,13
12455,Portugal,Greece,1.5,13
12483,Qatar,Greece,2.5,13
12511,Romania,Greece,2.0,13
12539,Russia,Greece,2.0,13
12567,Spain,Greece,5.0,13
12595,Sweden,Greece,1.0,13
12623,Switzerland,Greece,6.0,13
12651,Turkey,Greece,2.0,13
12679,Ukraine,Greece,1.0,13
12708,United Kingdom,Greece,10.0,13
12710,Australia,Hong Kong,15.5,13
12738,Canada,Hong Kong,2.0,13
12765,China,Hong Kong,4.0,13
12819,Germany,Hong Kong,3.0,13
12846,India,Hong Kong,8.5,13
12873,Israel,Hong Kong,1.0,13
12901,Japan,Hong Kong,30.0,13
12928,Kazakhstan,Hong Kong,1.5,13
12981,Malaysia,Hong Kong,11.0,13
13008,Netherlands,Hong Kong,1.0,13
13035,New Zealand,Hong Kong,2.5,13
13062,Philippines,Hong Kong,19.5,13
13089,Qatar,Hong Kong,3.0,13
13116,Russia,Hong Kong,1.5,13
13169,Singapore,Hong Kong,18.5,13
13196,South Korea,Hong Kong,23.5,13
13251,Taiwan,Hong Kong,50.5,13
13278,Thailand,Hong Kong,25.0,13
13305,United Arab Emirates,Hong Kong,5.5,13
13332,United Kingdom,Hong Kong,3.0,13
13359,United States,Hong Kong,19.5,13
13360,Austria,Hungary,1.5,13
13389,Belgium,Hungary,4.5,13
13444,Czech Republic,Hungary,5.0,13
13472,Denmark,Hungary,3.0,13
13501,France,Hungary,5.0,13
13529,Germany,Hungary,24.5,13
13584,Ireland,Hungary,3.0,13
13612,Israel,Hungary,4.0,13
13640,Italy,Hungary,9.5,13
13695,Netherlands,Hungary,6.5,13
13723,Norway,Hungary,1.5,13
13751,Poland,Hungary,3.5,13
13779,Portugal,Hungary,1.5,13
13807,Qatar,Hungary,1.5,13
13836,Russia,Hungary,5.0,13
13864,Slovakia,Hungary,1.0,13
13892,Spain,Hungary,5.0,13
13920,Sweden,Hungary,3.0,13
13948,Switzerland,Hungary,4.0,13
13976,Turkey,Hungary,1.0,13
14004,Ukraine,Hungary,2.0,13
14032,United Arab Emirates,Hungary,1.5,13
14060,United Kingdom,Hungary,24.5,13
14062,Belgium,Iceland,1.0,13
14085,Denmark,Iceland,2.5,13
14097,Finland,Iceland,1.0,13
14120,Germany,Iceland,2.5,13
14132,Ireland,Iceland,1.5,13
14155,Netherlands,Iceland,1.0,13
14167,Norway,Iceland,2.0,13
14179,Poland,Iceland,1.0,13
14191,Sweden,Iceland,1.0,13
14204,United Kingdom,Iceland,11.5,13
14216,Australia,India,1.0,13
14269,Bahrain,India,7.0,13
14296,Bangladesh,India,7.0,13
14323,Canada,India,2.0,13
14377,France,India,2.0,13
14404,Germany,India,4.0,13
14431,Hong Kong,India,8.5,13
14484,Italy,India,1.0,13
14511,Kazakhstan,India,1.5,13
14538,Malaysia,India,16.5,13
14593,Qatar,India,9.0,13
14620,Russia,India,1.5,13
14647,Saudi Arabia,India,6.5,13
14674,Singapore,India,20.0,13
14701,South Korea,India,2.0,13
14728,Sri Lanka,India,16.5,13
14757,Thailand,India,24.0,13
14785,United Arab Emirates,India,48.5,13
14812,United Kingdom,India,8.5,13
14839,United States,India,2.5,13
14840,China,Indonesia,1.0,13
14844,Malaysia,Indonesia,4.5,13
14848,Singapore,Indonesia,4.0,13
14849,Austria,Ireland,2.0,13
14876,Belgium,Ireland,6.0,13
14903,Canada,Ireland,2.0,13
14930,Czech Republic,Ireland,2.0,13
14957,Denmark,Ireland,3.0,13
14984,Finland,Ireland,1.0,13
15011,France,Ireland,11.5,13
15038,Germany,Ireland,20.0,13
15065,Greece,Ireland,1.0,13
15092,Hungary,Ireland,3.0,13
15119,Iceland,Ireland,1.5,13
15146,Italy,Ireland,8.0,13
15173,Latvia,Ireland,2.0,13
15200,Luxembourg,Ireland,1.0,13
15227,Netherlands,Ireland,14.0,13
15254,Poland,Ireland,6.0,13
15281,Portugal,Ireland,7.5,13
15308,Qatar,Ireland,1.0,13
15336,Slovakia,Ireland,1.0,13
15363,Spain,Ireland,13.0,13
15390,Sweden,Ireland,1.0,13
15417,Switzerland,Ireland,4.0,13
15444,United Arab Emirates,Ireland,2.0,13
15471,United Kingdom,Ireland,130.5,13
15498,United States,Ireland,13.5,13
15499,Austria,Israel,6.0,13
15524,Belgium,Israel,3.0,13
15549,Canada,Israel,1.0,13
15574,Czech Republic,Israel,1.5,13
15599,France,Israel,7.5,13
15624,Germany,Israel,13.5,13
15649,Greece,Israel,5.0,13
15674,Hong Kong,Israel,1.0,13
15699,Hungary,Israel,4.0,13
15725,Italy,Israel,10.0,13
15774,Netherlands,Israel,5.0,13
15799,Poland,Israel,7.5,13
15824,Portugal,Israel,1.0,13
15850,Russia,Israel,7.0,13
15876,Spain,Israel,6.5,13
15901,Switzerland,Israel,3.5,13
15926,Thailand,Israel,1.0,13
15951,Turkey,Israel,5.5,13
15976,Ukraine,Israel,3.0,13
16025,United Kingdom,Israel,10.5,13
16050,United States,Israel,5.0,13
16090,Austria,Italy,16.5,13
16129,Belarus,Italy,1.5,13
16168,Belgium,Italy,25.0,13
16207,Brazil,Italy,1.5,13
16246,Croatia,Italy,1.0,13
16285,Czech Republic,Italy,11.0,13
16324,Denmark,Italy,7.5,13
16363,Finland,Italy,2.5,13
16402,France,Italy,74.0,13
16441,Germany,Italy,119.5,13
16480,Greece,Italy,13.0,13
16557,Hungary,Italy,9.5,13
16596,India,Italy,1.0,13
16635,Ireland,Italy,8.0,13
16674,Israel,Italy,10.0,13
16714,Latvia,Italy,2.0,13
16753,Luxembourg,Italy,12.0,13
16830,Malta,Italy,13.0,13
16869,Morocco,Italy,3.0,13
16908,Netherlands,Italy,30.0,13
16947,Poland,Italy,14.5,13
16986,Portugal,Italy,21.5,13
17025,Qatar,Italy,6.0,13
17064,Romania,Italy,7.5,13
17103,Russia,Italy,25.5,13
17142,Saudi Arabia,Italy,1.0,13
17219,Slovakia,Italy,2.0,13
17259,Spain,Italy,74.5,13
17298,Sweden,Italy,5.0,13
17337,Switzerland,Italy,22.5,13
17452,Turkey,Italy,6.0,13
17491,Ukraine,Italy,3.0,13
17530,United Arab Emirates,Italy,9.5,13
17569,United Kingdom,Italy,103.0,13
17608,United States,Italy,11.5,13
17609,Australia,Japan,2.5,13
17645,China,Japan,5.5,13
17680,France,Japan,1.5,13
17698,Germany,Japan,2.5,13
17716,Hong Kong,Japan,30.0,13
17734,Macau,Japan,3.0,13
17752,Malaysia,Japan,4.0,13
17787,Philippines,Japan,6.5,13
17806,Singapore,Japan,11.0,13
17824,South Korea,Japan,54.5,13
17859,Taiwan,Japan,38.5,13
17877,Thailand,Japan,15.0,13
17896,United Kingdom,Japan,1.0,13
17914,United States,Japan,5.0,13
17916,Germany,Kazakhstan,1.0,13
17928,Hong Kong,Kazakhstan,1.5,13
17940,India,Kazakhstan,1.5,13
17975,Russia,Kazakhstan,7.0,13
17989,Turkey,Kazakhstan,2.0,13
18001,Ukraine,Kazakhstan,1.0,13
18013,United Arab Emirates,Kazakhstan,4.0,13
18014,Austria,Latvia,3.0,13
18036,Belarus,Latvia,1.0,13
18058,Belgium,Latvia,1.5,13
18080,Czech Republic,Latvia,1.0,13
18102,Denmark,Latvia,6.0,13
18124,Estonia,Latvia,5.5,13
18146,Finland,Latvia,9.0,13
18168,France,Latvia,2.0,13
18190,Germany,Latvia,12.0,13
18213,Ireland,Latvia,2.0,13
18235,Italy,Latvia,2.0,13
18257,Netherlands,Latvia,2.0,13
18279,Norway,Latvia,3.5,13
18301,Poland,Latvia,2.5,13
18323,Russia,Latvia,15.0,13
18345,Spain,Latvia,3.0,13
18367,Sweden,Latvia,6.5,13
18389,Switzerland,Latvia,1.0,13
18411,Ukraine,Latvia,3.0,13
18433,United Kingdom,Latvia,6.0,13
18434,Austria,Luxembourg,4.5,13
18454,Denmark,Luxembourg,3.0,13
18473,France,Luxembourg,5.5,13
18492,Germany,Luxembourg,17.0,13
18512,Ireland,Luxembourg,1.0,13
18531,Italy,Luxembourg,12.0,13
18568,Malta,Luxembourg,1.0,13
18587,Netherlands,Luxembourg,4.0,13
18606,Poland,Luxembourg,2.0,13
18625,Portugal,Luxembourg,7.0,13
18645,Spain,Luxembourg,3.0,13
18664,Sweden,Luxembourg,1.0,13
18683,Switzerland,Luxembourg,6.0,13
18720,United Kingdom,Luxembourg,11.5,13
18739,United States,Luxembourg,2.0,13
18749,Japan,Macau,3.0,13
18758,Malaysia,Macau,3.0,13
18767,Philippines,Macau,4.0,13
18776,Singapore,Macau,2.5,13
18785,South Korea,Macau,7.5,13
18794,Taiwan,Macau,14.0,13
18803,Thailand,Macau,4.5,13
18804,Australia,Malaysia,19.5,13
18826,China,Malaysia,7.5,13
18848,Hong Kong,Malaysia,11.0,13
18869,India,Malaysia,16.5,13
18890,Indonesia,Malaysia,4.5,13
18912,Japan,Malaysia,4.0,13
18933,Macau,Malaysia,3.0,13
18954,New Zealand,Malaysia,1.5,13
18975,Philippines,Malaysia,3.0,13
18996,Qatar,Malaysia,2.5,13
19037,Singapore,Malaysia,52.5,13
19058,South Korea,Malaysia,12.0,13
19079,Sri Lanka,Malaysia,4.5,13
19100,Taiwan,Malaysia,7.5,13
19121,Thailand,Malaysia,23.0,13
19142,United Arab Emirates,Malaysia,3.0,13
19163,United Kingdom,Malaysia,1.0,13
19164,Austria,Malta,1.5,13
19181,Belgium,Malta,3.0,13
19198,Denmark,Malta,1.0,13
19215,France,Malta,7.0,13
19232,Germany,Malta,6.0,13
19250,Italy,Malta,13.0,13
19267,Luxembourg,Malta,1.0,13
19284,Netherlands,Malta,1.0,13
19301,Poland,Malta,2.5,13
19318,Qatar,Malta,1.0,13
19335,Spain,Malta,2.0,13
19352,Switzerland,Malta,1.0,13
19370,United Arab Emirates,Malta,1.0,13
19387,United Kingdom,Malta,6.0,13
19388,Canada,Mexico,2.0,13
19395,United States,Mexico,13.0,13
19418,Belgium,Morocco,5.0,13
19442,France,Morocco,11.5,13
19454,Germany,Morocco,2.5,13
19466,Italy,Morocco,3.0,13
19478,Netherlands,Morocco,2.0,13
19490,Portugal,Morocco,2.0,13
19513,Spain,Morocco,6.5,13
19548,United Kingdom,Morocco,1.0,13
19550,Austria,Netherlands,15.5,13
19639,Belarus,Netherlands,1.0,13
19684,Belgium,Netherlands,5.0,13
19773,Canada,Netherlands,3.0,13
19862,Colombia,Netherlands,1.0,13
19908,Croatia,Netherlands,1.0,13
19953,Czech Republic,Netherlands,6.0,13
19998,Denmark,Netherlands,17.0,13
20043,Estonia,Netherlands,1.0,13
20088,Finland,Netherlands,6.5,13
20133,France,Netherlands,24.5,13
20178,Germany,Netherlands,50.0,13
20223,Greece,Netherlands,3.0,13
20268,Hong Kong,Netherlands,1.0,13
20313,Hungary,Netherlands,6.5,13
20358,Iceland,Netherlands,1.0,13
20447,Ireland,Netherlands,14.0,13
20492,Israel,Netherlands,5.0,13
20537,Italy,Netherlands,30.0,13
20584,Latvia,Netherlands,2.0,13
20629,Luxembourg,Netherlands,4.0,13
20674,Malta,Netherlands,1.0,13
20719,Morocco,Netherlands,2.0,13
20764,Norway,Netherlands,13.5,13
20809,Poland,Netherlands,12.0,13
20854,Portugal,Netherlands,16.0,13
20899,Qatar,Netherlands,2.0,13
20944,Romania,Netherlands,1.0,13
20989,Russia,Netherlands,6.5,13
21123,Slovakia,Netherlands,1.0,13
21169,Spain,Netherlands,30.0,13
21214,Sweden,Netherlands,13.0,13
21259,Switzerland,Netherlands,19.0,13
21349,Turkey,Netherlands,4.5,13
21394,Ukraine,Netherlands,2.0,13
21439,United Arab Emirates,Netherlands,3.5,13
21484,United Kingdom,Netherlands,108.5,13
21529,United States,Netherlands,21.5,13
21530,Australia,New Zealand,53.0,13
21542,Canada,New Zealand,1.5,13
21566,Hong Kong,New Zealand,2.5,13
21578,Malaysia,New Zealand,1.5,13
21590,Qatar,New Zealand,1.0,13
21602,Singapore,New Zealand,2.5,13
21614,South Korea,New Zealand,1.0,13
21626,Thailand,New Zealand,1.0,13
21638,United Arab Emirates,New Zealand,1.0,13
21650,United States,New Zealand,7.5,13
21651,Austria,Norway,3.5,13
21675,Belgium,Norway,3.5,13
21699,Czech Republic,Norway,1.0,13
21723,Denmark,Norway,32.0,13
21747,Estonia,Norway,1.0,13
21771,Finland,Norway,6.0,13
21795,France,Norway,5.5,13
21819,Germany,Norway,19.5,13
21843,Hungary,Norway,1.5,13
21867,Iceland,Norway,2.0,13
21891,Latvia,Norway,3.5,13
21915,Netherlands,Norway,13.5,13
21939,Poland,Norway,10.0,13
21963,Portugal,Norway,1.0,13
21987,Qatar,Norway,1.5,13
22011,Russia,Norway,1.5,13
22035,Spain,Norway,4.0,13
22059,Sweden,Norway,25.5,13
22083,Switzerland,Norway,2.0,13
22107,Turkey,Norway,1.0,13
22132,United Kingdom,Norway,25.5,13
22156,United States,Norway,2.0,13
22157,Australia,Philippines,3.0,13
22172,China,Philippines,4.5,13
22186,Hong Kong,Philippines,19.5,13
22213,Japan,Philippines,6.5,13
22227,Macau,Philippines,4.0,13
22241,Malaysia,Philippines,3.0,13
22255,Qatar,Philippines,3.5,13
22269,Saudi Arabia,Philippines,1.5,13
22283,Singapore,Philippines,13.0,13
22297,South Korea,Philippines,15.0,13
22311,Taiwan,Philippines,10.0,13
22325,Thailand,Philippines,6.0,13
22352,Austria,Poland,7.0,13
22388,Belarus,Poland,2.0,13
22424,Belgium,Poland,10.5,13
22461,Croatia,Poland,1.0,13
22497,Czech Republic,Poland,3.5,13
22533,Denmark,Poland,12.5,13
22569,Estonia,Poland,2.0,13
22605,Finland,Poland,6.5,13
22641,France,Poland,15.5,13
22677,Germany,Poland,64.5,13
22713,Greece,Poland,2.0,13
22749,Hungary,Poland,3.5,13
22785,Iceland,Poland,1.0,13
22822,Ireland,Poland,6.0,13
22858,Israel,Poland,7.5,13
22894,Italy,Poland,14.5,13
22930,Latvia,Poland,2.5,13
22966,Luxembourg,Poland,2.0,13
23002,Malta,Poland,2.5,13
23038,Netherlands,Poland,12.0,13
23074,Norway,Poland,10.0,13
23110,Portugal,Poland,3.0,13
23146,Qatar,Poland,3.0,13
23182,Russia,Poland,8.0,13
23218,Slovakia,Poland,1.5,13
23289,Spain,Poland,5.5,13
23326,Sweden,Poland,11.5,13
23362,Switzerland,Poland,8.5,13
23398,Ukraine,Poland,13.5,13
23434,United Arab Emirates,Poland,2.0,13
23470,United Kingdom,Poland,66.0,13
23506,United States,Poland,2.5,13
23508,Austria,Portugal,5.5,13
23538,Belgium,Portugal,8.0,13
23568,Brazil,Portugal,2.5,13
23598,Canada,Portugal,2.5,13
23628,Czech Republic,Portugal,1.5,13
23658,Denmark,Portugal,2.0,13
23688,Finland,Portugal,1.5,13
23718,France,Portugal,39.0,13
23748,Germany,Portugal,30.5,13
23778,Greece,Portugal,1.5,13
23808,Hungary,Portugal,1.5,13
23838,Ireland,Portugal,7.5,13
23868,Israel,Portugal,1.0,13
23898,Italy,Portugal,21.5,13
23928,Luxembourg,Portugal,7.0,13
23958,Morocco,Portugal,2.0,13
23988,Netherlands,Portugal,16.0,13
24018,Norway,Portugal,1.0,13
24048,Poland,Portugal,3.0,13
24107,Russia,Portugal,2.0,13
24139,Spain,Portugal,42.0,13
24169,Sweden,Portugal,1.0,13
24199,Switzerland,Portugal,19.5,13
24229,United Arab Emirates,Portugal,1.5,13
24259,United Kingdom,Portugal,34.5,13
24289,United States,Portugal,8.0,13
24292,United States,Puerto Rico,35.0,13
24293,Algeria,Qatar,1.0,13
24374,Australia,Qatar,1.0,13
24415,Austria,Qatar,1.5,13
24456,Bangladesh,Qatar,2.0,13
24497,Belgium,Qatar,2.5,13
24538,Brazil,Qatar,1.0,13
24579,Canada,Qatar,1.0,13
24660,Croatia,Qatar,1.5,13
24701,Czech Republic,Qatar,1.5,13
24742,Denmark,Qatar,2.0,13
24783,Finland,Qatar,1.5,13
24824,France,Qatar,2.5,13
24865,Germany,Qatar,5.0,13
24906,Greece,Qatar,2.5,13
24947,Hong Kong,Qatar,3.0,13
24988,Hungary,Qatar,1.5,13
25029,India,Qatar,9.0,13
25070,Ireland,Qatar,1.0,13
25111,Italy,Qatar,6.0,13
25232,Malaysia,Qatar,2.5,13
25273,Malta,Qatar,1.0,13
25315,Netherlands,Qatar,2.0,13
25356,New Zealand,Qatar,1.0,13
25397,Norway,Qatar,1.5,13
25438,Philippines,Qatar,3.5,13
25479,Poland,Qatar,3.0,13
25521,Russia,Qatar,3.0,13
25562,Singapore,Qatar,1.5,13
25604,Spain,Qatar,3.5,13
25645,Sri Lanka,Qatar,3.0,13
25686,Sweden,Qatar,2.5,13
25727,Switzerland,Qatar,2.0,13
25768,Thailand,Qatar,5.5,13
25809,Turkey,Qatar,4.0,13
25850,Ukraine,Qatar,1.5,13
25891,United Kingdom,Qatar,13.0,13
25932,United States,Qatar,10.0,13
25933,Austria,Romania,1.5,13
25948,Germany,Romania,7.0,13
25956,Greece,Romania,2.0,13
25978,Italy,Romania,7.5,13
25986,Netherlands,Romania,1.0,13
26016,United Kingdom,Romania,4.0,13
26017,Armenia,Russia,13.0,13
26055,Austria,Russia,11.0,13
26093,Bahrain,Russia,1.5,13
26131,Belarus,Russia,11.5,13
26169,Belgium,Russia,2.5,13
26207,China,Russia,1.5,13
26245,Croatia,Russia,1.0,13
26283,Czech Republic,Russia,13.0,13
26321,Denmark,Russia,1.5,13
26359,Estonia,Russia,2.0,13
26397,Finland,Russia,11.0,13
26435,France,Russia,12.5,13
26473,Germany,Russia,50.0,13
26511,Greece,Russia,2.0,13
26549,Hong Kong,Russia,1.5,13
26587,Hungary,Russia,5.0,13
26625,India,Russia,1.5,13
26700,Israel,Russia,7.0,13
26738,Italy,Russia,25.5,13
26776,Kazakhstan,Russia,7.0,13
26814,Latvia,Russia,15.0,13
26852,Netherlands,Russia,6.5,13
26890,Norway,Russia,1.5,13
26928,Poland,Russia,8.0,13
26966,Portugal,Russia,2.0,13
27004,Qatar,Russia,3.0,13
27116,Slovakia,Russia,1.0,13
27154,South Korea,Russia,2.0,13
27192,Spain,Russia,7.5,13
27231,Sweden,Russia,5.0,13
27269,Switzerland,Russia,10.5,13
27307,Thailand,Russia,2.5,13
27345,Turkey,Russia,4.0,13
27383,United Arab Emirates,Russia,17.0,13
27421,United Kingdom,Russia,12.5,13
27459,United States,Russia,4.0,13
27461,Bahrain,Saudi Arabia,8.0,13
27481,Bangladesh,Saudi Arabia,1.5,13
27505,India,Saudi Arabia,6.5,13
27525,Italy,Saudi Arabia,1.0,13
27547,Philippines,Saudi Arabia,1.5,13
27569,Switzerland,Saudi Arabia,1.5,13
27589,Turkey,Saudi Arabia,1.5,13
27609,United Arab Emirates,Saudi Arabia,31.5,13
27629,United Kingdom,Saudi Arabia,1.5,13
27639,France,Senegal,2.5,13
27661,Australia,Singapore,32.0,13
27691,Bangladesh,Singapore,3.0,13
27721,China,Singapore,4.5,13
27754,Germany,Singapore,1.5,13
27784,Hong Kong,Singapore,18.5,13
27814,India,Singapore,20.0,13
27844,Indonesia,Singapore,4.0,13
27875,Japan,Singapore,11.0,13
27905,Macau,Singapore,2.5,13
27935,Malaysia,Singapore,52.5,13
27966,New Zealand,Singapore,2.5,13
27996,Philippines,Singapore,13.0,13
28026,Qatar,Singapore,1.5,13
28058,South Korea,Singapore,8.0,13
28089,Sri Lanka,Singapore,4.0,13
28120,Taiwan,Singapore,11.0,13
28150,Thailand,Singapore,32.5,13
28180,United Arab Emirates,Singapore,4.0,13
28210,United Kingdom,Singapore,2.5,13
28240,United States,Singapore,2.0,13
28253,Belgium,Slovakia,1.0,13
28267,Germany,Slovakia,2.5,13
28280,Hungary,Slovakia,1.0,13
28293,Ireland,Slovakia,1.0,13
28306,Italy,Slovakia,2.0,13
28319,Netherlands,Slovakia,1.0,13
28332,Poland,Slovakia,1.5,13
28345,Russia,Slovakia,1.0,13
28358,Switzerland,Slovakia,1.0,13
28371,Ukraine,Slovakia,2.0,13
28384,United Kingdom,Slovakia,3.5,13
28405,United Arab Emirates,South Africa,1.5,13
28406,Australia,South Korea,2.0,13
28449,China,South Korea,8.5,13
28492,Finland,South Korea,1.0,13
28514,France,South Korea,2.0,13
28536,Germany,South Korea,2.5,13
28558,Hong Kong,South Korea,23.5,13
28580,India,South Korea,2.0,13
28644,Japan,South Korea,54.5,13
28687,Macau,South Korea,7.5,13
28709,Malaysia,South Korea,12.0,13
28731,New Zealand,South Korea,1.0,13
28753,Philippines,South Korea,15.0,13
28797,Russia,South Korea,2.0,13
28819,Singapore,South Korea,8.0,13
28884,Taiwan,South Korea,25.5,13
28906,Thailand,South Korea,17.5,13
28928,United Arab Emirates,South Korea,1.0,13
28950,United Kingdom,South Korea,1.5,13
28972,United States,South Korea,20.0,13
28973,Algeria,Spain,3.0,13
29011,Austria,Spain,9.5,13
29049,Belgium,Spain,22.5,13
29088,Brazil,Spain,1.0,13
29126,Canada,Spain,2.0,13
29201,Colombia,Spain,3.5,13
29239,Costa Rica,Spain,1.0,13
29277,Czech Republic,Spain,5.0,13
29315,Denmark,Spain,6.5,13
29390,Finland,Spain,4.5,13
29428,France,Spain,65.5,13
29466,Germany,Spain,91.5,13
29504,Greece,Spain,5.0,13
29579,Hungary,Spain,5.0,13
29617,Ireland,Spain,13.0,13
29655,Israel,Spain,6.5,13
29693,Italy,Spain,74.5,13
29731,Latvia,Spain,3.0,13
29769,Luxembourg,Spain,3.0,13
29807,Malta,Spain,2.0,13
29845,Morocco,Spain,6.5,13
29883,Netherlands,Spain,30.0,13
29921,Norway,Spain,4.0,13
29959,Poland,Spain,5.5,13
29997,Portugal,Spain,42.0,13
30035,Qatar,Spain,3.5,13
30074,Russia,Spain,7.5,13
30187,Sweden,Spain,6.0,13
30225,Switzerland,Spain,30.5,13
30263,Turkey,Spain,2.5,13
30301,Ukraine,Spain,2.5,13
30339,United Arab Emirates,Spain,3.5,13
30377,United Kingdom,Spain,97.0,13
30415,United States,Spain,15.5,13
30417,Bahrain,Sri Lanka,1.5,13
30430,Bangladesh,Sri Lanka,1.0,13
30456,India,Sri Lanka,16.5,13
30470,Malaysia,Sri Lanka,4.5,13
30495,Qatar,Sri Lanka,3.0,13
30532,Singapore,Sri Lanka,4.0,13
30546,Thailand,Sri Lanka,4.5,13
30559,United Arab Emirates,Sri Lanka,9.5,13
30572,Austria,Sweden,3.0,13
30601,Belgium,Sweden,6.0,13
30630,Czech Republic,Sweden,2.0,13
30659,Denmark,Sweden,34.5,13
30688,Estonia,Sweden,6.5,13
30717,Finland,Sweden,34.5,13
30746,France,Sweden,7.5,13
30775,Germany,Sweden,38.0,13
